dataset,condition,model_tier,model_name,qid,db_id,n_gold_tables,n_gold_cols,n_join_gold,exec_match,valid_sql,table_recall,table_precision,col_recall_strict,col_precision_strict,col_recall_relaxed,col_precision_relaxed,context_tokens_est,prompt_tokens,completion_tokens,total_tokens,cost_usd,latency_s,cached,pred_sql,pred_error
D1,C4,MID,gpt-5.4-mini,spider_validation_00111,car_1,2,4,1,1.0,1,1.0,0.3333333333333333,1.0,0.17391304347826086,1.0,0.21052631578947367,367,630,41,671,0.000397,0.0,1,"SELECT cd.Accelerate
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cn.Make = 'amc hornet sportabout (sw)';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00112,car_1,2,4,1,1.0,1,1.0,0.3333333333333333,1.0,0.17391304347826086,1.0,0.21052631578947367,367,630,47,677,0.000409,0.0,1,"SELECT cd.Accelerate
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cn.Make = 'amc hornet sportabout (sw)';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00113,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,622,35,657,0.00038100000000000005,0.0,1,"SELECT COUNT(*) AS count
FROM car_makers cm
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'france';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00114,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,624,37,661,0.000386,0.0,1,"SELECT COUNT(*) AS num_makers
FROM car_makers cm
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'france';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00115,car_1,3,5,2,1.0,1,1.0,0.5,1.0,0.21739130434782608,1.0,0.2631578947368421,367,623,53,676,0.0004175,0.0,1,"SELECT COUNT(*) AS model_count
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'usa';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00116,car_1,3,5,2,1.0,1,1.0,0.5,1.0,0.21739130434782608,1.0,0.2631578947368421,367,627,46,673,0.0004055,0.0,1,"SELECT COUNT(*) AS count
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'usa';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00117,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,631,28,659,0.00037150000000000003,0.0,1,"SELECT AVG(CAST(MPG AS REAL)) AS average_mpg
FROM cars_data
WHERE Cylinders = 4;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00118,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,629,28,657,0.0003705,0.0,1,"SELECT AVG(CAST(MPG AS REAL)) AS average_mpg
FROM cars_data
WHERE Cylinders = 4;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00119,car_1,1,3,0,1.0,1,1.0,0.16666666666666666,1.0,0.13043478260869565,1.0,0.15789473684210525,367,631,29,660,0.0003735,0.0,1,"SELECT MIN(Weight) AS smallest_weight
FROM cars_data
WHERE Cylinders = 8 AND Year = 1974;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00120,car_1,1,3,0,1.0,1,1.0,0.16666666666666666,1.0,0.13043478260869565,1.0,0.15789473684210525,367,631,29,660,0.0003735,0.0,1,"SELECT MIN(Weight) AS min_weight
FROM cars_data
WHERE Cylinders = 8 AND Year = 1974;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00121,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,621,40,661,0.0003905,0.0,1,"SELECT cm.Maker, ml.Model
FROM car_makers AS cm
JOIN model_list AS ml ON ml.Maker = cm.Id
ORDER BY cm.Maker, ml.Model;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00122,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,620,29,649,0.000368,0.0,1,"SELECT cm.Maker, ml.Model
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00123,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,629,36,665,0.0003865,0.0,1,"SELECT DISTINCT c.CountryName, c.CountryId
FROM countries c
JOIN car_makers cm ON cm.Country = c.CountryId
ORDER BY c.CountryId;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00124,car_1,2,3,1,0.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,629,36,665,0.0003865,0.0,1,"SELECT DISTINCT c.CountryId, c.CountryName
FROM countries c
JOIN car_makers cm ON cm.Country = c.CountryId
ORDER BY c.CountryId;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00125,car_1,1,1,0,0.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,627,28,655,0.0003695,0.0,1,"SELECT COUNT(*) AS number_of_cars
FROM cars_data
WHERE CAST(Horsepower AS INTEGER) > 150;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00126,car_1,1,1,0,0.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,627,27,654,0.0003675,0.0,1,"SELECT COUNT(*) AS num_cars
FROM cars_data
WHERE CAST(Horsepower AS INTEGER) > 150;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00127,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,623,26,649,0.0003635,0.0,1,"SELECT Year, AVG(Weight) AS average_weight
FROM cars_data
GROUP BY Year
ORDER BY Year;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00128,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,624,34,658,0.00038,0.0,1,"SELECT Year, AVG(Weight) AS avg_weight, AVG(Year) AS avg_year
FROM cars_data
GROUP BY Year
ORDER BY Year;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00129,car_1,3,6,2,1.0,1,1.0,0.5,1.0,0.2608695652173913,1.0,0.2631578947368421,367,625,72,697,0.0004565,0.0,1,"SELECT c.CountryName
FROM countries c
JOIN continents ct ON c.Continent = ct.ContId
JOIN car_makers cm ON cm.Country = c.CountryId
WHERE ct.Continent = 'europe'
GROUP BY c.CountryId, c.CountryName
HAVING COUNT(DISTINCT cm.Id) >= 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00130,car_1,3,6,2,1.0,1,1.0,0.5,1.0,0.2608695652173913,1.0,0.2631578947368421,367,628,67,695,0.000448,0.0,1,"SELECT c.CountryName
FROM countries c
JOIN continents ct ON c.Continent = ct.ContId
JOIN car_makers cm ON cm.Country = c.CountryId
WHERE ct.Continent = 'europe'
GROUP BY c.CountryId, c.CountryName
HAVING COUNT(*) >= 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00131,car_1,2,5,1,0.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,630,60,690,0.000435,0.0,1,"SELECT cd.Horsepower, cn.Make
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Cylinders = 3
ORDER BY CAST(cd.Horsepower AS INTEGER) DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00132,car_1,2,5,1,0.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,633,60,693,0.0004365,0.0,1,"SELECT cn.Make, cd.Horsepower
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Cylinders = 3
ORDER BY CAST(cd.Horsepower AS INTEGER) DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00133,car_1,2,4,1,0.0,1,1.0,0.3333333333333333,1.0,0.17391304347826086,1.0,0.21052631578947367,367,632,48,680,0.000412,0.0,1,"SELECT Model
FROM car_names
WHERE MakeId IN (
  SELECT Id
  FROM cars_data
  WHERE CAST(MPG AS REAL) = (SELECT MAX(CAST(MPG AS REAL)) FROM cars_data)
);",
D1,C4,MID,gpt-5.4-mini,spider_validation_00134,car_1,2,4,1,0.0,1,1.0,0.3333333333333333,1.0,0.17391304347826086,1.0,0.21052631578947367,367,623,45,668,0.0004015,0.0,1,"SELECT cn.Make
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
ORDER BY CAST(cd.MPG AS REAL) DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00135,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,626,30,656,0.000373,0.0,1,"SELECT AVG(CAST(Horsepower AS REAL)) AS average_horsepower
FROM cars_data
WHERE Year < 1980;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00136,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,627,30,657,0.00037349999999999997,0.0,1,"SELECT AVG(CAST(Horsepower AS REAL)) AS average_horsepower
FROM cars_data
WHERE Year < 1980;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00137,car_1,2,4,1,1.0,1,1.0,0.3333333333333333,1.0,0.17391304347826086,1.0,0.21052631578947367,367,628,47,675,0.000408,0.0,1,"SELECT AVG(cd.Edispl) AS average_edispl
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cn.Model = 'volvo';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00138,car_1,2,4,1,1.0,1,1.0,0.3333333333333333,1.0,0.17391304347826086,1.0,0.21052631578947367,367,625,48,673,0.0004085,0.0,1,"SELECT AVG(cd.Edispl) AS avg_edispl
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cn.Make LIKE 'volvo%';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00139,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,624,27,651,0.000366,0.0,1,"SELECT Cylinders, MAX(Accelerate) AS max_accelerate
FROM cars_data
GROUP BY Cylinders;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00140,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,624,27,651,0.000366,0.0,1,"SELECT Cylinders, MAX(Accelerate) AS max_accelerate
FROM cars_data
GROUP BY Cylinders;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00141,car_1,1,1,0,0.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,624,38,662,0.000388,0.0,1,"SELECT Model, COUNT(*) AS version_count
FROM car_names
GROUP BY Model
ORDER BY version_count DESC, Model
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00142,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,621,37,658,0.0003845,0.0,1,"SELECT Model
FROM car_names
GROUP BY Model
ORDER BY COUNT(DISTINCT MakeId) DESC, Model
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00143,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,623,21,644,0.0003535,0.0,1,"SELECT COUNT(*) AS car_count
FROM cars_data
WHERE Cylinders > 4;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00144,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,626,22,648,0.000357,0.0,1,"SELECT COUNT(*) AS num_cars
FROM cars_data
WHERE Cylinders > 4;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00145,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,623,21,644,0.0003535,0.0,1,"SELECT COUNT(*) AS car_count
FROM cars_data
WHERE Year = 1980;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00146,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,624,27,651,0.000366,0.0,1,"SELECT COUNT(*) AS car_count
FROM cars_data
WHERE Year = 1980;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00147,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,629,44,673,0.00040249999999999997,0.0,1,"SELECT COUNT(*) AS model_count
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
WHERE cm.FullName = 'American Motor Company';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00148,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,629,44,673,0.00040249999999999997,0.0,1,"SELECT COUNT(*) AS model_count
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
WHERE cm.FullName = 'American Motor Company';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00149,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,630,57,687,0.000429,0.0,1,"SELECT cm.FullName, cm.Id
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id
GROUP BY cm.Id, cm.FullName
HAVING COUNT(DISTINCT ml.Model) > 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00150,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,629,46,675,0.0004065,0.0,1,"SELECT cm.FullName, cm.Id
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id
GROUP BY cm.Id, cm.FullName
HAVING COUNT(*) > 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00151,car_1,4,8,3,1.0,1,1.0,0.6666666666666666,1.0,0.34782608695652173,1.0,0.3157894736842105,367,634,73,707,0.000463,0.0,1,"SELECT DISTINCT cn.Model
FROM car_names cn
JOIN model_list ml ON cn.Model = ml.Model
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN cars_data cd ON cn.MakeId = cd.Id
WHERE cm.FullName = 'General Motors'
   OR cd.Weight > 3500;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00152,car_1,4,8,3,1.0,1,1.0,0.6666666666666666,1.0,0.34782608695652173,1.0,0.3157894736842105,367,634,73,707,0.000463,0.0,1,"SELECT DISTINCT cn.Model
FROM car_names cn
JOIN model_list ml ON cn.Model = ml.Model
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN cars_data cd ON cn.MakeId = cd.Id
WHERE cm.FullName = 'General Motors'
   OR cd.Weight > 3500;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00153,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,634,32,666,0.000381,0.0,1,"SELECT DISTINCT Year
FROM cars_data
WHERE Weight BETWEEN 3000 AND 4000
ORDER BY Year;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00154,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,642,71,713,0.000463,0.0,1,"SELECT DISTINCT Year
FROM cars_data
GROUP BY Year
HAVING SUM(CASE WHEN Weight < 4000 THEN 1 ELSE 0 END) > 0
   AND SUM(CASE WHEN Weight > 3000 THEN 1 ELSE 0 END) > 0
ORDER BY Year;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00155,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,625,21,646,0.0003545,0.0,1,"SELECT Horsepower
FROM cars_data
ORDER BY Accelerate DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00156,car_1,1,2,0,1.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,625,21,646,0.0003545,0.0,1,"SELECT Horsepower
FROM cars_data
ORDER BY Accelerate DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00157,car_1,2,5,1,1.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,630,52,682,0.000419,0.0,1,"SELECT cd.Cylinders
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cn.Model = 'volvo'
ORDER BY cd.Accelerate ASC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00158,car_1,2,5,1,1.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,630,52,682,0.000419,0.0,1,"SELECT cd.Cylinders
FROM car_names cn
JOIN cars_data cd ON cd.Id = cn.MakeId
WHERE cn.Model = 'volvo'
ORDER BY cd.Accelerate ASC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00159,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,628,62,690,0.000438,0.0,1,"SELECT COUNT(*) AS car_count
FROM cars_data
WHERE Accelerate > (
    SELECT MAX(Accelerate)
    FROM cars_data
    WHERE Horsepower = (
        SELECT MAX(CAST(Horsepower AS REAL))
        FROM cars_data
    )
);",
D1,C4,MID,gpt-5.4-mini,spider_validation_00160,car_1,1,2,0,0.0,1,1.0,0.16666666666666666,1.0,0.08695652173913043,1.0,0.10526315789473684,367,631,49,680,0.0004135,0.0,1,SELECT COUNT(*) FROM cars_data WHERE Accelerate > (SELECT Accelerate FROM cars_data WHERE Horsepower = (SELECT MAX(CAST(Horsepower AS REAL)) FROM cars_data) LIMIT 1);,
D1,C4,MID,gpt-5.4-mini,spider_validation_00161,car_1,2,2,1,0.0,1,1.0,0.3333333333333333,1.0,0.08695652173913043,1.0,0.10526315789473684,367,624,31,655,0.000374,0.0,1,SELECT COUNT(*) FROM (SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(*) > 2);,
D1,C4,MID,gpt-5.4-mini,spider_validation_00162,car_1,2,2,1,0.0,1,1.0,0.3333333333333333,1.0,0.08695652173913043,1.0,0.10526315789473684,367,627,41,668,0.00039549999999999996,0.0,1,"SELECT COUNT(*) AS num_countries
FROM (
  SELECT Country
  FROM car_makers
  GROUP BY Country
  HAVING COUNT(*) > 2
) AS t;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00163,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,622,21,643,0.000353,0.0,1,"SELECT COUNT(*) AS car_count
FROM cars_data
WHERE Cylinders > 6;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00164,car_1,1,1,0,1.0,1,1.0,0.16666666666666666,1.0,0.043478260869565216,1.0,0.05263157894736842,367,626,22,648,0.000357,0.0,1,"SELECT COUNT(*) AS num_cars
FROM cars_data
WHERE Cylinders > 6;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00165,car_1,2,5,1,0.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,628,55,683,0.000424,0.0,1,"SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Cylinders = 4
ORDER BY CAST(cd.Horsepower AS INTEGER) DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00166,car_1,2,5,1,0.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,629,49,678,0.0004125,0.0,1,"SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Cylinders = 4
ORDER BY CAST(cd.Horsepower AS INTEGER) DESC
LIMIT 1;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00167,car_1,2,5,1,0.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,642,69,711,0.000459,0.0,1,"SELECT cn.MakeId, cn.Make
FROM car_names cn
JOIN cars_data cd ON cd.Id = cn.MakeId
WHERE CAST(cd.Horsepower AS INTEGER) > (SELECT MIN(CAST(Horsepower AS INTEGER)) FROM cars_data)
  AND cd.Cylinders <= 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00168,car_1,2,5,1,0.0,1,1.0,0.3333333333333333,1.0,0.21739130434782608,1.0,0.2631578947368421,367,641,75,716,0.0004705,0.0,1,"SELECT cn.MakeId, cn.Make
FROM car_names AS cn
JOIN cars_data AS cd ON cd.Id = cn.MakeId
WHERE cd.Cylinders < 4
  AND CAST(cd.Horsepower AS REAL) > (
    SELECT MIN(CAST(Horsepower AS REAL))
    FROM cars_data
  );",
D1,C4,MID,gpt-5.4-mini,spider_validation_00169,car_1,1,3,0,0.0,1,1.0,0.16666666666666666,1.0,0.13043478260869565,1.0,0.15789473684210525,367,634,34,668,0.00038500000000000003,0.0,1,"SELECT MAX(CAST(MPG AS REAL)) AS max_mpg
FROM cars_data
WHERE Cylinders = 8 OR Year < 1980;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00170,car_1,1,3,0,0.0,1,1.0,0.16666666666666666,1.0,0.13043478260869565,1.0,0.15789473684210525,367,635,34,669,0.0003855,0.0,1,"SELECT MAX(CAST(MPG AS REAL)) AS max_mpg
FROM cars_data
WHERE Cylinders = 8 OR Year < 1980;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00171,car_1,4,8,3,0.0,1,1.0,0.6666666666666666,1.0,0.34782608695652173,1.0,0.3157894736842105,367,632,73,705,0.00046199999999999995,0.0,1,"SELECT cn.Model
FROM car_names cn
JOIN cars_data cd ON cd.Id = cn.MakeId
JOIN model_list ml ON ml.Model = cn.Model
JOIN car_makers cm ON cm.Id = ml.Maker
WHERE cd.Weight < 3500
  AND cm.FullName <> 'Ford Motor Company';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00172,car_1,4,8,3,1.0,1,1.0,0.6666666666666666,1.0,0.34782608695652173,1.0,0.3157894736842105,367,636,74,710,0.00046599999999999994,0.0,1,"SELECT DISTINCT cn.Model
FROM car_names cn
JOIN cars_data cd ON cd.Id = cn.MakeId
JOIN model_list ml ON ml.Model = cn.Model
JOIN car_makers cm ON cm.Id = ml.Maker
WHERE cd.Weight < 3500
  AND cm.FullName <> 'Ford Motor Company';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00173,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,629,32,661,0.0003785,0.0,1,"SELECT c.CountryName
FROM countries c
LEFT JOIN car_makers m ON c.CountryId = m.Country
WHERE m.Id IS NULL;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00174,car_1,2,3,1,1.0,1,1.0,0.3333333333333333,1.0,0.13043478260869565,1.0,0.15789473684210525,367,625,38,663,0.0003885,0.0,1,"SELECT c.CountryName
FROM countries c
LEFT JOIN car_makers m ON c.CountryId = m.Country
WHERE m.Id IS NULL;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00175,car_1,3,5,2,0.0,1,1.0,0.5,1.0,0.21739130434782608,1.0,0.15789473684210525,367,640,72,712,0.000464,0.0,1,"SELECT cm.Id, cm.Maker
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id
GROUP BY cm.Id, cm.Maker
HAVING COUNT(DISTINCT ml.Model) >= 2
   AND (SELECT COUNT(*) FROM car_makers) > 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00176,car_1,3,5,2,0.0,1,1.0,0.5,1.0,0.21739130434782608,1.0,0.15789473684210525,367,638,93,731,0.000505,0.0,1,"SELECT cm.Id, cm.Maker
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id
JOIN car_names cn ON cn.Model = ml.Model
JOIN cars_data cd ON cd.Id = cn.MakeId
GROUP BY cm.Id, cm.Maker
HAVING COUNT(DISTINCT ml.Model) >= 2
   AND COUNT(DISTINCT cd.Id) > 3;",
D1,C4,MID,gpt-5.4-mini,spider_validation_00177,car_1,3,6,2,1.0,1,1.0,0.5,1.0,0.2608695652173913,1.0,0.3157894736842105,367,639,101,740,0.0005215,0.0,1,"SELECT c.CountryId AS id, c.CountryName AS name
FROM countries c
WHERE c.CountryId IN (
    SELECT cm.Country
    FROM car_makers cm
    GROUP BY cm.Country
    HAVING COUNT(*) > 3
)
OR c.CountryId IN (
    SELECT cm.Country
    FROM car_makers cm
    JOIN model_list ml ON ml.Maker = cm.Id
    WHERE ml.Model = 'fiat'
)",
D1,C4,MID,gpt-5.4-mini,spider_validation_00178,car_1,3,6,2,1.0,1,1.0,0.5,1.0,0.2608695652173913,1.0,0.3157894736842105,367,636,97,733,0.000512,0.0,1,"SELECT c.CountryId, c.CountryName
FROM countries c
WHERE c.CountryId IN (
    SELECT cm.Country
    FROM car_makers cm
    GROUP BY cm.Country
    HAVING COUNT(*) > 3
)
OR c.CountryId IN (
    SELECT cm.Country
    FROM car_makers cm
    JOIN model_list ml ON ml.Maker = cm.Id
    WHERE ml.Model = 'fiat'
);",
D1,C4,MID,gpt-5.4-mini,spider_validation_00179,flight_2,1,3,0,1.0,1,1.0,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.18181818181818182,204,354,17,371,0.00021099999999999998,0.0,1,"SELECT Country
FROM airlines
WHERE Airline = 'JetBlue Airways';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00180,flight_2,1,3,0,0.0,1,1.0,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.18181818181818182,204,351,17,368,0.0002095,0.0,1,"SELECT Country
FROM airlines
WHERE Airline = 'Jetblue Airways';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00181,flight_2,1,3,0,1.0,1,1.0,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.18181818181818182,204,353,18,371,0.00021250000000000002,0.0,1,"SELECT Abbreviation
FROM airlines
WHERE Airline = 'JetBlue Airways';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00182,flight_2,1,3,0,0.0,1,1.0,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.18181818181818182,204,350,18,368,0.000211,0.0,1,"SELECT Abbreviation
FROM airlines
WHERE Airline = 'Jetblue Airways';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00183,flight_2,1,4,0,1.0,1,1.0,0.3333333333333333,0.75,0.23076923076923078,0.75,0.2727272727272727,204,354,18,372,0.000213,0.0,1,"SELECT Airline, Abbreviation
FROM airlines
WHERE Country = 'USA';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00184,flight_2,1,4,0,1.0,1,1.0,0.3333333333333333,0.75,0.23076923076923078,0.75,0.2727272727272727,204,356,18,374,0.000214,0.0,1,"SELECT Airline, Abbreviation
FROM airlines
WHERE Country = 'USA';",
D1,C4,MID,gpt-5.4-mini,spider_validation_00185,flight_2,1,4,0,1.0,1,1.0,0.3333333333333333,0.75,0.23076923076923078,0.75,0.2727272727272727,204,354,19,373,0.000215,0.0,1,"SELECT AirportCode, AirportName
FROM airports
WHERE City = 'Anthony';",
